Output (S),Ia,Ib,Ic,Va,Vb,Vc,,
0,-67.90191694,44.11441317,20.56759148,0.074150282,-0.543087711,0.468937428,,
0,-67.54242052,43.12682834,21.19598932,0.083557765,-0.546535074,0.462977309,,
0,-67.16836794,42.13694405,21.81213043,0.092941276,-0.549842655,0.456901379,,
0,-66.77985129,41.14500374,22.41586346,0.102298502,-0.553009639,0.450711137,,
0,-66.37696624,40.15125137,23.00704012,0.111627134,-0.556035244,0.44440811,,
0,-65.95981198,39.1559313,23.58551523,0.12092487,-0.558918725,0.437993855,,
0,-65.52849123,38.15928834,24.15114673,0.130189417,-0.56165937,0.431469953,,
0,-65.08311023,37.16156759,24.70379573,0.139418489,-0.564256504,0.424838014,,
0,-64.62377865,36.16301441,25.24332656,0.14860981,-0.566709486,0.418099676,,
0,-64.15060963,35.16387438,25.76960676,0.157761111,-0.569017712,0.4112566,,
0,-63.66371972,34.16439323,26.28250715,0.166870136,-0.571180612,0.404310476,,
0,-63.16322883,33.16481676,26.78190187,0.175934637,-0.573197654,0.397263017,,
0,-62.64926027,32.16539081,27.26766836,0.184952377,-0.575068339,0.390115962,,
0,-62.12194063,31.16636116,27.73968745,0.193921133,-0.576792208,0.382871076,,
0,-61.58139984,30.16797351,28.19784334,0.202838691,-0.578368836,0.375530144,,
0,-61.02777104,29.17047341,28.64202367,0.211702852,-0.579797832,0.36809498,,
0,-60.46119065,28.17410615,29.07211952,0.220511429,-0.581078847,0.360567418,,
0,-59.88179826,27.17911679,29.48802544,0.229262249,-0.582211563,0.352949315,,
0,-59.28973661,26.18575003,29.88963948,0.237953152,-0.583195703,0.345242551,,
0,-58.68515159,25.19425016,30.27686323,0.246581996,-0.584031023,0.337449027,,
0,-58.06819218,24.20486102,30.64960182,0.255146651,-0.584717318,0.329570667,,
0,-57.43901038,23.21782592,31.00776396,0.263645004,-0.585254419,0.321609415,,
0,-56.79776125,22.23338761,31.35126194,0.272074959,-0.585642194,0.313567235,,
0,-56.14460279,21.25178818,31.68001169,0.280434436,-0.585880548,0.305446112,,
0,-55.47969597,20.27326902,31.99393277,0.288721373,-0.585969423,0.29724805,,
0,-54.80320463,19.29807078,32.2929484,0.296933726,-0.585908796,0.288975071,,
0,-54.1152955,18.32643326,32.57698547,0.305069468,-0.585698685,0.280629216,,
0,-53.41613809,17.3585954,32.84597458,0.313126593,-0.58533914,0.272212546,,
0,-52.70590471,16.39479521,33.09985002,0.321103113,-0.584830251,0.263727138,,
0,-51.9847704,15.43526969,33.33854983,0.32899706,-0.584172144,0.255175084,,
0,-51.25291289,14.48025478,33.56201579,0.336806487,-0.583364982,0.246558495,,
0,-50.51051255,13.52998534,33.77019344,0.344529467,-0.582408964,0.237879497,,
0,-49.75775235,12.58469501,33.96303208,0.352164095,-0.581304328,0.229140233,,
0,-48.99481783,11.64461624,34.14048481,0.359708488,-0.580051345,0.220342857,,
0,-48.22189702,10.70998018,34.30250851,0.367160784,-0.578650326,0.211489542,,
0,-47.43918043,9.781016637,34.44906388,0.374519145,-0.577101616,0.202582471,,
0,-46.64686098,8.857954024,34.58011544,0.381781756,-0.575405599,0.193623843,,
0,-45.84513397,7.941019291,34.69563152,0.388946825,-0.573562693,0.184615868,,
0,-45.034197,7.030437882,34.79558429,0.396012585,-0.571573353,0.175560768,,
0,-44.21424996,6.126433669,34.87994977,0.402977292,-0.569438071,0.166460779,,
0,-43.38549495,5.229228904,34.9487078,0.409839229,-0.567157375,0.157318145,,
0,-42.54813627,4.33904416,35.0018421,0.416596703,-0.564731826,0.148135123,,
0,-41.7023803,3.456098279,35.03934023,0.423248046,-0.562162024,0.138913979,,
0,-40.84843554,2.580608317,35.06119362,0.429791618,-0.559448605,0.129656987,,
0,-39.98651247,1.712789489,35.06739753,0.436225805,-0.556592237,0.120366432,,
0,-39.11682355,0.85285512,35.05795111,0.442549019,-0.553593625,0.111044606,,
0,-38.23958318,0.001016587,35.03285736,0.448759702,-0.550453511,0.10169381,,
0,-37.35500759,-0.842516729,34.99212316,0.454856319,-0.54717267,0.092316351,,
0,-36.46331484,-1.677537497,34.93575921,0.460837369,-0.543751911,0.082914542,,
0,-35.56472474,-2.503840485,34.86378011,0.466701374,-0.540192079,0.073490705,,
0,-34.6594588,-3.321222613,34.77620427,0.472446889,-0.536494053,0.064047163,,
0,-33.74774018,-4.129483002,34.67305399,0.478072497,-0.532658745,0.054586248,,
0,-32.82979363,-4.928423023,34.55435538,0.48357681,-0.528687103,0.045110293,,
0,-31.90584544,-5.717846346,34.4201384,0.488958469,-0.524580107,0.035621638,,
0,-30.97612338,-6.497558991,34.27043684,0.494216147,-0.52033877,0.026122622,,
0,-30.04085664,-7.267369372,34.10528831,0.499348549,-0.51596414,0.016615591,,
0,-29.10027578,-8.027088347,33.92473423,0.504354406,-0.511457296,0.00710289,,
0,-28.15461268,-8.776529264,33.72881981,0.509232485,-0.506819352,-0.002413134,,
0,-27.20410045,-9.515508007,33.51759407,0.513981583,-0.502051451,-0.011930132,,
0,-26.24897344,-10.24384304,33.2911098,0.518600527,-0.497154771,-0.021445757,,
0,-25.28946709,-10.96135545,33.04942355,0.52308818,-0.49213052,-0.03095766,,
0,-24.32581795,-11.66786901,32.79259562,0.527443432,-0.486979938,-0.040463494,,
0,-23.35826359,-12.36321018,32.52069006,0.531665211,-0.481704297,-0.049960914,,
0,-22.38704253,-13.04720821,32.23377461,0.535752475,-0.476304899,-0.059447576,,
0,-21.4123942,-13.71969511,31.93192075,0.539704216,-0.470783077,-0.068921139,,
0,-20.43455889,-14.38050576,31.61520363,0.543519459,-0.465140193,-0.078379266,,
0,-19.45377766,-15.02947791,31.28370205,0.547197264,-0.45937764,-0.087819623,,
0,-18.4702923,-15.66645224,30.93749849,0.550736722,-0.453496841,-0.097239881,,
0,-17.48434526,-16.29127237,30.57667903,0.554136961,-0.447499247,-0.106637714,,
0,-16.49617963,-16.90378494,30.20133338,0.557397143,-0.441386338,-0.116010805,,
0,-15.506039,-17.50383961,29.81155481,0.560516463,-0.435159623,-0.125356839,,
0,-14.51416748,-18.09128912,29.40744016,0.563494152,-0.428820639,-0.134673512,,
0,-13.52080961,-18.66598934,28.98908983,0.566329475,-0.422370951,-0.143958525,,
0,-12.52621026,-19.22779924,28.55660769,0.569021734,-0.415812149,-0.153209585,,
0,-11.53061466,-19.77658102,28.11010112,0.571570264,-0.409145853,-0.162424411,,
0,-10.53426823,-20.31220006,27.64968098,0.573974437,-0.402373709,-0.171600728,,
0,-9.53741662,-20.834525,27.17546152,0.57623366,-0.395497388,-0.180736273,,
0,-8.540305582,-21.34342777,26.68756043,0.578347376,-0.388518586,-0.189828791,,
0,-7.543180937,-21.83878359,26.18609875,0.580315064,-0.381439026,-0.198876038,,
0,-6.54628851,-22.32047104,25.67120089,0.582136238,-0.374260455,-0.207875783,,
0,-5.549874068,-22.78837206,25.14299456,0.58381045,-0.366984646,-0.216825804,,
0,-4.55418326,-23.242372,24.60161076,0.585337286,-0.359613393,-0.225723893,,
0,-3.559461557,-23.68235964,24.04718373,0.586716371,-0.352148516,-0.234567855,,
0,-2.56595419,-24.10822721,23.47985094,0.587947364,-0.344591858,-0.243355506,,
0,-1.573906093,-24.51987043,22.89975304,0.589029962,-0.336945282,-0.25208468,,
0,-0.583561836,-24.91718854,22.30703383,0.589963898,-0.329210677,-0.260753221,,
0,0.404834429,-25.30008428,21.70184022,0.590748943,-0.321389951,-0.269358991,,
0,1.39103903,-25.66846399,21.08432221,0.591384902,-0.313485035,-0.277899867,,
0,2.374808837,-26.02223757,20.45463284,0.591871619,-0.305497879,-0.28637374,,
0,3.355901321,-26.36131851,19.81292812,0.592208974,-0.297430454,-0.294778521,,
0,4.334074613,-26.68562396,19.15936708,0.592396885,-0.289284751,-0.303112134,,
0,5.309087563,-26.99507469,18.49411162,0.592435305,-0.281062781,-0.311372524,,
0,6.280699803,-27.28959514,17.81732657,0.592324225,-0.272766573,-0.319557652,,
0,7.248671803,-27.56911344,17.12917958,0.592063674,-0.264398175,-0.327665499,,
0,8.212764931,-27.83356141,16.4298411,0.591653714,-0.25595965,-0.335694064,,
0,9.172741513,-28.0828746,15.71948436,0.591094449,-0.247453083,-0.343641366,,
0,10.12836489,-28.3169923,14.9982853,0.590386016,-0.238880572,-0.351505444,,
0,11.07939947,-28.53585752,14.26642252,0.58952859,-0.230244233,-0.359284357,,
0,12.02561081,-28.73941706,13.52407729,0.588522384,-0.221546198,-0.366976186,,
0,12.96676565,-28.9276215,12.77143342,0.587367646,-0.212788612,-0.374579034,,
0,13.90263196,-29.10042518,12.00867728,0.58606466,-0.203973638,-0.382091023,,
0,14.83297904,-29.25778626,11.23599776,0.58461375,-0.19510345,-0.3895103,,
0,15.75757754,-29.39966671,10.45358615,0.583015273,-0.186180238,-0.396835035,,
0,16.67619953,-29.52603232,9.661636187,0.581269624,-0.177206203,-0.40406342,,
0,17.58861856,-29.63685271,8.86034393,0.579377233,-0.168183561,-0.411193672,,
0,18.49460969,-29.73210131,8.049907757,0.577338569,-0.159114539,-0.418224031,,
0,19.39394959,-29.81175543,7.230528299,0.575154135,-0.150001373,-0.425152762,,
0,20.28641656,-29.8757962,6.402408394,0.572824469,-0.140846314,-0.431978155,,
0,21.17179061,-29.92420862,5.565753037,0.570350148,-0.131651621,-0.438698527,,
0,22.04985346,-29.95698153,4.720769327,0.567731781,-0.122419562,-0.445312219,,
0,22.92038869,-29.97410764,3.86766642,0.564970015,-0.113152416,-0.451817599,,
0,23.78318169,-29.97558353,3.006655475,0.562065532,-0.103852471,-0.458213062,,
0,24.63801979,-29.9614096,2.137949599,0.55901905,-0.09452202,-0.464497029,,
0,25.48469227,-29.93159016,1.261763803,0.555831318,-0.085163368,-0.470667951,,
0,26.32299042,-29.88613336,0.378314938,0.552503126,-0.075778823,-0.476724304,,
0,27.15270762,-29.82505121,-0.512178349,0.549035294,-0.066370701,-0.482664593,,
0,27.97363932,-29.74835956,-1.409495674,0.545428678,-0.056941324,-0.488487354,,
0,28.7855832,-29.65607814,-2.313414972,0.541684168,-0.047493019,-0.494191149,,
0,29.5883391,-29.5482305,-3.223712545,0.537802689,-0.038028119,-0.49977457,,
0,30.38170917,-29.42484404,-4.140163124,0.533785198,-0.028548957,-0.505236241,,
0,31.16549785,-29.28595001,-5.062539921,0.529632688,-0.019057875,-0.510574813,,
0,31.93951196,-29.13158347,-5.990614686,0.525346183,-0.009557214,-0.515788968,,
0,32.70356071,-28.96178329,-6.924157764,0.52092674,-4.93E-05,-0.520877421,,
0,33.45745579,-28.77659216,-7.862938149,0.516375452,0.009463464,-0.525838915,,
0,34.20101139,-28.57605657,-8.806723543,0.51169344,0.018978787,-0.530672227,,
0,34.93404424,-28.36022679,-9.755280416,0.506881861,0.028494302,-0.535376163,,
0,35.65637369,-28.12915686,-10.70837406,0.501941902,0.038007661,-0.539949563,,
0,36.36782171,-27.88290458,-11.66576864,0.496874782,0.047516515,-0.544391298,,
0,37.06821295,-27.62153152,-12.62722727,0.491681752,0.057018519,-0.548700272,,
0,37.75737482,-27.34510294,-13.59251207,0.486364094,0.066511328,-0.552875421,,
0,38.43513746,-27.05368786,-14.56138418,0.480923119,0.075992598,-0.556915717,,
0,39.10133385,-26.74735894,-15.53360389,0.475360171,0.08545999,-0.56082016,,
0,39.75579982,-26.42619259,-16.50893066,0.469676622,0.094911167,-0.564587789,,
0,40.39837409,-26.09026882,-17.48712317,0.463873875,0.104343797,-0.568217673,,
0,41.02889831,-25.73967131,-18.4679394,0.457953363,0.113755553,-0.571708916,,
0,41.6472171,-25.37448735,-19.45113667,0.451916546,0.123144111,-0.575060657,,
0,42.25317812,-24.99480785,-20.43647175,0.445764914,0.132507154,-0.578272068,,
0,42.84663204,-24.60072728,-21.42370083,0.439499985,0.141842373,-0.581342358,,
0,43.42743264,-24.19234365,-22.41257968,0.433123306,0.151147462,-0.584270768,,
0,43.99543682,-23.76975852,-23.40286363,0.426636449,0.160420127,-0.587056576,,
0,44.55050463,-23.33307696,-24.39430768,0.420041017,0.169658078,-0.589699094,,
0,45.09249931,-22.88240748,-25.38666654,0.413338636,0.178859035,-0.592197671,,
0,45.62128734,-22.41786209,-26.3796947,0.40653096,0.188020728,-0.594551689,,
0,46.13673845,-21.93955618,-27.37314647,0.39961967,0.197140897,-0.596760567,,
0,46.63872565,-21.44760857,-28.36677607,0.392606472,0.206217289,-0.598823761,,
0,47.12712528,-20.94214143,-29.36033768,0.385493095,0.215247666,-0.600740761,,
0,47.60181705,-20.42328026,-30.35358546,0.378281295,0.224229799,-0.602511094,,
0,48.06268403,-19.89115387,-31.34627371,0.370972852,0.23316147,-0.604134323,,
0,48.5096127,-19.34589436,-32.33815681,0.36356957,0.242040477,-0.605610047,,
0,48.94249299,-18.78763703,-33.32898937,0.356073276,0.250864627,-0.606937902,,
0,49.36121831,-18.21652043,-34.31852625,0.348485819,0.259631743,-0.608117561,,
0,49.76568552,-17.63268626,-35.30652263,0.340809071,0.268339661,-0.609148732,,
0,50.15579504,-17.03627937,-36.29273407,0.333044928,0.276986232,-0.610031161,,
0,50.5314508,-16.42744768,-37.27691658,0.325195306,0.285569323,-0.610764629,,
0,50.89256034,-15.80634222,-38.25882665,0.317262141,0.294086815,-0.611348956,,
0,51.23903473,-15.17311703,-39.23822136,0.30924739,0.302536606,-0.611783997,,
0,51.5707887,-14.52792913,-40.21485838,0.301153033,0.310916611,-0.612069644,,
0,51.8877406,-13.87093849,-41.18849608,0.292981066,0.319224762,-0.612205828,,
0,52.18981241,-13.20230803,-42.15889356,0.284733507,0.327459008,-0.612192515,,
0,52.4769298,-12.52220348,-43.12581073,0.276412389,0.335617317,-0.612029707,,
0,52.74902214,-11.83079346,-44.08900835,0.268019768,0.343697676,-0.611717444,,
0,53.00602249,-11.12824935,-45.0482481,0.259557713,0.351698091,-0.611255804,,
0,53.24786763,-10.41474527,-46.00329264,0.251028313,0.359616586,-0.6106449,,
0,53.47449809,-9.690458066,-46.95390566,0.242433673,0.367451209,-0.609884882,,
0,53.68585816,-8.95556723,-47.89985195,0.233775914,0.375200025,-0.608975939,,
0,53.88189589,-8.210254874,-48.84089744,0.225057172,0.382861122,-0.607918294,,
0,54.0625631,-7.454705682,-49.77680928,0.216279599,0.390432609,-0.606712208,,
0,54.22781542,-6.689106863,-50.70735589,0.207445361,0.397912618,-0.605357979,,
0,54.37761227,-5.913648106,-51.63230699,0.198556638,0.405299303,-0.60385594,,
0,54.51191689,-5.128521531,-52.55143372,0.189615623,0.41259084,-0.602206462,,
0,54.63069635,-4.333921646,-53.46450862,0.180624523,0.41978543,-0.600409952,,
0,54.73392154,-3.530045295,-54.37130574,0.171585556,0.426881297,-0.598466853,,
0,54.82156718,-2.717091609,-55.27160068,0.162500953,0.433876691,-0.596377644,,
0,54.89361185,-1.895261962,-56.16517064,0.153372956,0.440769885,-0.594142841,,
0,54.95003798,-1.064759916,-57.05179449,0.144203817,0.447559176,-0.591762994,,
0,54.99083184,-0.225791173,-57.93125279,0.1349958,0.454242891,-0.589238691,,
0,55.01598356,0.621436477,-58.8033279,0.125751176,0.460819379,-0.586570554,,
0,55.02548714,1.476713205,-59.66780396,0.116472226,0.467287017,-0.583759243,,
0,55.01934044,2.339827196,-60.52446704,0.10716124,0.473644209,-0.580805449,,
0,54.99754516,3.210564701,-61.37310509,0.097820517,0.479889385,-0.577709902,,
0,54.96010688,4.088710093,-62.21350805,0.08845236,0.486021006,-0.574473366,,
0,54.90703505,4.974045914,-63.04546792,0.079059082,0.492037556,-0.571096638,,
0,54.83834296,5.866352933,-63.86877875,0.069643001,0.497937551,-0.567580553,,
0,54.75404775,6.7654102,-64.68323674,0.060206441,0.503719536,-0.563925976,,
0,54.65417041,7.670995098,-65.48864027,0.050751729,0.509382082,-0.560133811,,
0,54.53873581,8.5828834,-66.28478996,0.041281199,0.514923792,-0.556204991,,
0,54.4077726,9.500849325,-67.07148871,0.031797188,0.5203433,-0.552140488,,
0,54.26131332,10.42466559,-67.84854174,0.022302037,0.525639265,-0.547941302,,
0,54.09939428,11.35410347,-68.61575667,0.012798088,0.530810383,-0.543608471,,
0,53.92205565,12.28893286,-69.37294353,0.003287688,0.535855376,-0.539143063,,
0,53.72934137,13.22892231,-70.11991484,-0.006226818,0.540772998,-0.53454618,,
0,53.5212992,14.1738391,-70.85648564,-0.015743082,0.545562038,-0.529818956,,
0,53.29798066,15.12344931,-71.58247351,-0.025258755,0.550221311,-0.524962556,,
0,53.05944106,16.07751785,-72.29769868,-0.034771488,0.554749668,-0.51997818,,
0,52.80573945,17.03580853,-73.001984,-0.044278935,0.559145992,-0.514867056,,
0,52.53693862,17.99808412,-73.69515505,-0.05377875,0.563409196,-0.509630447,,
0,52.2531051,18.9641064,-74.37704012,-0.063268587,0.56753823,-0.504269642,,
0,51.95430912,19.93363624,-75.04747032,-0.072746106,0.571532073,-0.498785967,,
0,51.64062459,20.90643363,-75.70627957,-0.082208968,0.575389739,-0.493180772,,
0,51.31212912,21.88225777,-76.35330464,-0.091654837,0.579110277,-0.487455441,,
0,50.96890396,22.86086709,-76.98838523,-0.101081382,0.582692768,-0.481611386,,
0,50.61103399,23.84201936,-77.61136399,-0.110486278,0.586136328,-0.47565005,,
0,50.2386077,24.8254717,-78.22208654,-0.119867203,0.589440106,-0.469572903,,
0,49.8517172,25.81098068,-78.82040154,-0.129221843,0.592603286,-0.463381443,,
0,49.45045812,26.79830235,-79.40616069,-0.138547889,0.595625088,-0.4570772,,
0,49.03492969,27.78719232,-79.9792188,-0.147843039,0.598504767,-0.450661727,,
0,48.60523462,28.77740581,-80.53943382,-0.157105001,0.60124161,-0.444136609,,
0,48.16147913,29.76869771,-81.08666687,-0.166331488,0.603834942,-0.437503454,,
0,47.70377291,30.76082265,-81.62078226,-0.175520224,0.606284123,-0.430763899,,
0,47.23222909,31.75353506,-82.14164754,-0.18466894,0.608588547,-0.423919607,,
0,46.74696422,32.7465892,-82.64913354,-0.193775381,0.610747647,-0.416972266,,
0,46.24809823,33.73973928,-83.14311439,-0.202837297,0.612760889,-0.409923591,,
0,45.7357544,34.73273947,-83.62346752,-0.211852454,0.614627775,-0.402775321,,
0,45.21005934,35.72534396,-84.09007378,-0.220818626,0.616347844,-0.395529218,,
0,44.67114297,36.71730707,-84.54281735,-0.229733601,0.617920672,-0.388187071,,
0,44.11913844,37.70838326,-84.98158589,-0.238595179,0.61934587,-0.380750691,,
0,43.55418216,38.69832722,-85.40627046,-0.247401173,0.620623086,-0.373221913,,
0,42.97641372,39.68689389,-85.81676562,-0.25614941,0.621752005,-0.365602595,,
0,42.38597587,40.67383859,-86.21296943,-0.264837731,0.622732346,-0.357894615,,
0,41.7830145,41.65891701,-86.59478346,-0.273463993,0.623563869,-0.350099877,,
0,41.16767856,42.64188532,-86.96211285,-0.282026065,0.624246367,-0.342220302,,
0,40.5401201,43.62250019,-87.31486631,-0.290521837,0.624779672,-0.334257835,,
0,39.90049414,44.6005189,-87.65295614,-0.298949211,0.625163651,-0.32621444,,
0,39.2489587,45.57569935,-87.97629825,-0.307306107,0.625398209,-0.318092102,,
0,38.58567474,46.54780014,-88.28481222,-0.315590463,0.625483288,-0.309892825,,
0,37.91080611,47.51658063,-88.57842124,-0.323800235,0.625418867,-0.301618632,,
0,37.22451953,48.48180102,-88.85705223,-0.331933397,0.62520496,-0.293271563,,
0,36.52698451,49.44322236,-89.12063578,-0.339987942,0.624841621,-0.284853679,,
0,35.81837337,50.40060664,-89.36910618,-0.347961882,0.624328938,-0.276367056,,
0,35.09886115,51.35371688,-89.60240147,-0.355853249,0.623667037,-0.267813788,,
0,34.36862557,52.30231711,-89.82046342,-0.363660096,0.622856082,-0.259195985,,
0,33.627847,53.24617251,-90.02323759,-0.371380497,0.621896271,-0.250515774,,
0,32.87670841,54.1850494,-90.21067326,-0.379012546,0.620787842,-0.241775296,,
0,32.11539535,55.11871535,-90.38272354,-0.38655436,0.619531067,-0.232976707,,
0,31.34409585,56.0469392,-90.53934532,-0.394004078,0.618126256,-0.224122178,,
0,30.56300041,56.96949115,-90.68049928,-0.401359861,0.616573755,-0.215213894,,
0,29.77230195,57.88614279,-90.80614995,-0.408619894,0.614873947,-0.206254053,,
0,28.97219578,58.79666716,-90.91626566,-0.415782386,0.61302725,-0.197244864,,
0,28.16287949,59.70083883,-91.01081858,-0.422845568,0.61103412,-0.188188552,,
0,27.34455297,60.59843392,-91.08978472,-0.429807698,0.608895048,-0.17908735,,
0,26.51741834,61.48923017,-91.15314394,-0.436667058,0.606610562,-0.169943503,,
0,25.68167987,62.37300702,-91.20087994,-0.443421955,0.604181224,-0.160759269,,
0,24.83754396,63.24954562,-91.23298029,-0.450070722,0.601607633,-0.151536911,,
0,23.9852191,64.11862891,-91.24943641,-0.456611718,0.598890425,-0.142278707,,
0,23.12491577,64.98004169,-91.25024358,-0.463043329,0.596030269,-0.13298694,,
0,22.25684645,65.83357063,-91.23540094,-0.469363968,0.59302787,-0.123663902,,
0,21.38122552,66.67900434,-91.20491149,-0.475572074,0.589883968,-0.114311894,,
0,20.49826921,67.51613345,-91.1587821,-0.481666117,0.58659934,-0.104933223,,
0,19.60819559,68.34475063,-91.09702349,-0.487644591,0.583174794,-0.095530203,,
0,18.71122445,69.16465064,-91.01965023,-0.493506022,0.579611175,-0.086105154,,
0,17.80757733,69.97563041,-90.92668076,-0.499248963,0.575909363,-0.0766604,,
0,16.89747737,70.77748906,-90.81813736,-0.504871996,0.57207027,-0.067198274,,
0,15.98114932,71.57002795,-90.69404616,-0.510373735,0.568094842,-0.057721108,,
0,15.05881948,72.35305076,-90.5544371,-0.51575282,0.563984061,-0.048231241,,
0,14.13071561,73.1263635,-90.39934398,-0.521007925,0.55973894,-0.038731015,,
0,13.1970669,73.8897746,-90.22880441,-0.526137753,0.555360526,-0.029222772,,
0,12.25810393,74.6430949,-90.0428598,-0.531141038,0.550849898,-0.01970886,,
0,11.31405855,75.38613776,-89.84155538,-0.536016544,0.54620817,-0.010191626,,
0,10.3651639,76.11871906,-89.62494015,-0.54076307,0.541436486,-0.000673417,,
0,9.411654302,76.84065727,-89.39306691,-0.545379442,0.536536023,0.008843419,,
0,8.453765214,77.55177347,-89.1459922,-0.549864522,0.53150799,0.018356532,,
0,7.491733181,78.25189143,-88.88377633,-0.554217203,0.526353626,0.027863576,,
0,6.525795767,78.94083762,-88.60648335,-0.55843641,0.521074204,0.037362206,,
0,5.5561915,79.61844127,-88.314181,-0.562521103,0.515671025,0.046850079,,
0,4.583159814,80.28453442,-88.00694076,-0.566470273,0.510145421,0.056324852,,
0,3.606940986,80.93895193,-87.68483777,-0.570282945,0.504498757,0.065784189,,
0,2.627776081,81.58153155,-87.34795084,-0.573958179,0.498732424,0.075225755,,
0,1.645906892,82.21211396,-86.99636245,-0.577495067,0.492847845,0.084647222,,
0,0.661575877,82.83054279,-86.63015867,-0.580892736,0.486846471,0.094046265,,
0,-0.324973898,83.43666467,-86.24942922,-0.584150348,0.480729783,0.103420565,,
0,-1.313498817,84.03032927,-85.85426737,-0.587267099,0.47449929,0.112767809,,
0,-2.303754781,84.61138933,-85.44476996,-0.590242218,0.468156527,0.122085691,,
0,-3.295497261,85.17970069,-85.02103738,-0.593074973,0.46170306,0.131371912,,
0,-4.288481362,85.73512237,-84.58317351,-0.595764663,0.455140481,0.140624181,,
0,-5.282461883,86.27751653,-84.13128573,-0.598310624,0.448470408,0.149840216,,
0,-6.277193377,86.80674856,-83.66548489,-0.600712229,0.441694487,0.159017742,,
0,-7.27243021,87.32268712,-83.18588525,-0.602968884,0.434814389,0.168154495,,
0,-8.267926627,87.82520411,-82.6926045,-0.605080032,0.427831811,0.177248222,,
0,-9.263436805,88.31417476,-82.18576368,-0.607045153,0.420748475,0.186296677,,
0,-10.25871492,88.78947766,-81.66548719,-0.60886376,0.413566129,0.19529763,,
0,-11.25351521,89.25099474,-81.13190275,-0.610535404,0.406286545,0.20424886,,
0,-12.24759201,89.69861135,-80.58514134,-0.612059674,0.398911517,0.213148157,,
0,-13.24069987,90.13221628,-80.02533723,-0.613436192,0.391442866,0.221993326,,
0,-14.23259355,90.55170176,-79.45262788,-0.614664619,0.383882433,0.230782186,,
0,-15.22302811,90.9569635,-78.86715393,-0.615744651,0.376232084,0.239512567,,
0,-16.21175898,91.34790073,-78.26905919,-0.616676021,0.368493706,0.248182315,,
0,-17.19854202,91.72441621,-77.65849057,-0.6174585,0.360669207,0.256789293,,
0,-18.18313355,92.08641627,-77.03559807,-0.618091894,0.352760518,0.265331376,,
0,-19.16529044,92.43381081,-76.40053471,-0.618576046,0.344769589,0.273806456,,
0,-20.14477017,92.76651334,-75.75345653,-0.618910836,0.336698393,0.282212444,,
0,-21.12133085,93.08444098,-75.09452253,-0.619096182,0.328548919,0.290547264,,
0,-22.09473135,93.38751451,-74.42389465,-0.619132038,0.320323178,0.29880886,,
0,-23.06473129,93.67565838,-73.74173768,-0.619018394,0.312023199,0.306995195,,
0,-24.03109115,93.9488007,-73.04821928,-0.618755279,0.30365103,0.315104249,,
0,-24.99357229,94.20687332,-72.34350992,-0.618342756,0.295208735,0.32313402,,
0,-25.95193704,94.44981176,-71.62778281,-0.617780927,0.286698398,0.331082529,,
0,-26.90594874,94.67755532,-70.90121389,-0.617069931,0.278122118,0.338947813,,
0,-27.8553718,94.89004702,-70.16398178,-0.616209943,0.26948201,0.346727932,,
0,-28.79997178,95.08723365,-69.41626772,-0.615201174,0.260780206,0.354420968,,
0,-29.7395154,95.26906579,-68.65825554,-0.614043873,0.252018852,0.362025021,,
0,-30.67377065,95.43549778,-67.89013162,-0.612738325,0.24320011,0.369538216,,
0,-31.60250683,95.58648779,-67.11208482,-0.611284853,0.234326154,0.376958699,,
0,-32.52549458,95.72199778,-66.32430646,-0.609683814,0.225399175,0.384284639,,
0,-33.44250598,95.84199354,-65.52699024,-0.607935604,0.216421374,0.39151423,,
0,-34.35331456,95.94644468,-64.72033226,-0.606040652,0.207394966,0.398645687,,
0,-35.25769541,96.03532466,-63.90453087,-0.603999428,0.198322177,0.405677251,,
0,-36.15542518,96.10861077,-63.07978672,-0.601812432,0.189205246,0.412607187,,
0,-37.04628218,96.16628413,-62.24630263,-0.599480206,0.180046421,0.419433785,,
0,-37.9300464,96.20832976,-61.4042836,-0.597003325,0.170847963,0.426155362,,
0,-38.80649959,96.23473649,-60.55393674,-0.594382398,0.16161214,0.432770258,,
0,-39.67542531,96.24549704,-59.69547119,-0.591618073,0.15234123,0.439276843,,
0,-40.53660895,96.24060796,-58.82909813,-0.58871103,0.14303752,0.44567351,,
0,-41.38983785,96.22006969,-57.95503064,-0.585661988,0.133703306,0.451958682,,
0,-42.23490128,96.18388651,-57.07348375,-0.582471698,0.12434089,0.458130808,,
0,-43.07159054,96.13206659,-56.18467431,-0.579140947,0.114952582,0.464188365,,
0,-43.89969899,96.06462192,-55.28882096,-0.575670556,0.105540698,0.470129858,,
0,-44.71902212,95.98156837,-54.38614409,-0.572061382,0.096107559,0.475953823,,
0,-45.52935756,95.88292566,-53.47686576,-0.568314315,0.086655493,0.481658822,,
0,-46.33050519,95.76871734,-52.56120967,-0.564430278,0.077186831,0.487243447,,
0,-47.12226714,95.63897082,-51.63940108,-0.56041023,0.067703909,0.492706321,,
0,-47.90444786,95.49371733,-50.7116668,-0.556255162,0.058209066,0.498046096,,
0,-48.67685415,95.33299193,-49.77823506,-0.5519661,0.048704645,0.503261455,,
0,-49.43929524,95.15683352,-48.83933552,-0.547544101,0.03919299,0.508351111,,
0,-50.19158282,94.96528476,-47.89519919,-0.542990255,0.029676447,0.513313808,,
0,-50.93353107,94.75839216,-46.94605836,-0.538305688,0.020157365,0.518148323,,
